states,actions
"[-0.6227961998815703, -0.12578642460662248, 2.4005090109339413, 1.8113586659470684]",[-0.662459689895555]
"[-0.6105243535784852, -0.11965050145508016, 2.5339995239014073, 1.7558830903347769]",[-0.7142533900158465]
"[-0.6013204688511713, -0.1135145783035374, 2.4873938554868253, 1.7115026298449436]",[-1.3223651916583075]
"[-0.5890486225480862, -0.10431069357622347, 2.603507399543709, 1.8293963402416864]",[-1.7110052253018617]
"[-0.5767767762450011, -0.09817477042468115, 2.6963982347892212, 1.7703132297704371]",[-1.2151008740812133]
"[-0.5675728915176872, -0.09203884727313838, 2.617312824197075, 1.7230467413935173]",[-0.37346621942099567]
"[-0.5553010452146021, -0.08590292412159606, 2.707442574511912, 1.685233550691919]",[-0.04173294619783441]
"[-0.543029198911517, -0.07976700097005329, 2.779546374763786, 1.654982998130663]",[-0.3957033002565016]
"[-0.5338253141842031, -0.07363107781851097, 2.6838313361767234, 1.6307825560816411]",[-0.780389538236296]
"[-0.521553467881118, -0.0674951546669682, 2.7606573840956337, 1.6114222024424691]",[-0.8019406527579731]
"[-0.5092816215780329, -0.06442719309119704, 2.8221182224307597, 1.4425358407425506]",[-0.4258652314913558]
"[-0.500077736850719, -0.05829126993965428, 2.717888814310303, 1.4608248301711626]",[-0.4144891294368023]
"[-0.4878058905476339, -0.052155346788111956, 2.7879033666024995, 1.4754560217140522]",[-0.9330795225090318]
"[-0.47553404424454876, -0.04908738521234035, 2.843915008436255, 1.3337628961598114]",[-1.0142931632902727]
"[-0.4663301595172349, -0.04295146206079803, 2.7353262431146987, 1.3738064745049599]",[-0.5703657258638324]
"[-0.4540583132141498, -0.03681553890925526, 2.801853309646013, 1.4058413371811014]",[-0.44505037694696004]
"[-0.44178646691106466, -0.03067961575771294, 2.8550749628710683, 1.4314692273219691]",[-0.3627641909210637]
"[-0.4295146206079795, -0.027611654181941336, 2.8976522854511124, 1.2985734606461676]",[0.2629471990903669]
"[-0.4203107358806657, -0.021475731030399015, 2.778316064726578, 1.3456549260940562]",[0.40104283263288476]
"[-0.40803888957758055, -0.018407769454627854, 2.8362451669355195, 1.2299220196638032]",[-0.02968030316975767]
"[-0.3957670432744954, -0.012271846303085088, 2.8825884487026734, 1.290733773308176]",[-0.3205518486049841]
"[-0.3865631585471816, -0.009203884727313927, 2.7662649953278304, 1.1859850974350934]",[-0.09077960115957096]
"[-0.37429131224409645, -0.003067961575771161, 2.8266043114165242, 1.2555842355251912]",[0.023075763273235683]
"[-0.3650874275167826, 0.0, 2.721477685498911, 1.1578654672087225]",[0.28842039302737943]
"[-0.3528155812136975, 0.003067961575771161, 2.7907744635533795, 1.0796904525555249]",[0.5209029076589076]
"[-0.3436116964863836, 0.006135923151542766, 2.692813807208399, 1.0171504408330065]",[0.41369301393353375]
"[-0.3313398501832985, 0.012271846303085088, 2.7678433609209776, 1.120516510243533]",[-0.1284218128575767]
"[-0.32213596545598466, 0.015339807878856249, 2.6744689251024703, 1.0498112869833562]",[-0.2287221865282767]
"[-0.3129320807286708, 0.018407769454627854, 2.5997693764476697, 0.9932471083752716]",[0.4013176699011902]
"[-0.303728196001357, 0.021475731030399015, 2.5400097375238246, 0.9479957654887698]",[0.9928575421278452]
"[-0.29145634969827183, 0.024543692606170175, 2.6456001051733153, 0.9117946911795798]",[0.8879564891440572]
"[-0.28532042654672923, 0.027611654181941336, 2.4232762417157847, 0.8828338317322277]",[0.436835996987039]
"[-0.2761165418194154, 0.027611654181941336, 2.39881522973832, 0.7062670653857595]",[0.21626238314100554]
"[-0.26691265709210155, 0.03067961575771294, 2.379246420156349, 0.7184117310971772]",[0.21878582546654424]
"[-0.25770877236478773, 0.0337475773334841, 2.3635913724907684, 0.7281274636663113]",[0.18342308507610738]
"[-0.24850488763747386, 0.0337475773334841, 2.3510673343583086, 0.5825019709330377]",[0.05271198211639927]
"[-0.24236896448593132, 0.03681553890925526, 2.187650025063773, 0.619399655534977]",[0.07036110859238875]
"[-0.23316507975861744, 0.03681553890925526, 2.210314256416712, 0.49551972442796455]",[0.1495834011228483]
"[-0.2239611950313036, 0.03988350048502687, 2.2284456414990608, 0.5498138583309924]",[0.08535323873333645]
"[-0.21782527187976106, 0.04295146206079803, 2.089552670776376, 0.5932491654533294]",[0.14814482997479317]
"[-0.2086213871524472, 0.04295146206079803, 2.1318363729867915, 0.47459933236265783]",[0.3574331311838077]
"[-0.20248546400090464, 0.04601942363656919, 2.012265255966563, 0.5330775446786902]",[0.7483218561420835]
"[-0.1932815792735908, 0.04601942363656919, 2.0700064411389416, 0.42646203574298625]",[0.9089011223694556]
"[-0.18714565612204823, 0.04908738521234035, 1.9628013104882829, 0.49456770738294153]",[0.5255185463372616]
"[-0.17794177139473438, 0.04908738521234035, 2.0304352847563187, 0.3956541659063362]",[0.3997638141706079]
"[-0.1718058482431918, 0.052155346788111956, 1.9311443853821846, 0.46992141151363853]",[0.4042559895882518]
"[-0.16566992509164924, 0.052155346788111956, 1.8517116658828758, 0.37593712921093925]",[0.579580920089056]
"[-0.1564660403643354, 0.05522330836388312, 1.9415635690719926, 0.45414778215729257]",[0.7007937418667063]
"[-0.15339807878856412, 0.05522330836388312, 1.706648934046159, 0.36331822572583405]",[0.9378301437434684]
"[-0.14419419406125028, 0.05522330836388312, 1.825513383602618, 0.2906545805806786]",[0.9666826933370394]
"[-0.1380582709097077, 0.05522330836388312, 1.7672068644592231, 0.23252366446450878]",[0.7868206688982395]
"[-0.1349903093339364, 0.05829126993965428, 1.5671635703559446, 0.33941701036016525]",[0.21491431024106805]
"[-0.12885438618239387, 0.05829126993965428, 1.5605270138618828, 0.2715336082881379]",[0.058121808925090404]
"[-0.1227184630308513, 0.05829126993965428, 1.555217768666635, 0.21722688663052736]",[0.918701210140243]
"[-0.11965050145508001, 0.05829126993965428, 1.3975722937218729, 0.17378150930440484]",[1.597109211893443]
"[-0.11351457830353745, 0.05829126993965428, 1.4248539925546266, 0.1390252074435523]",[1.0329838696894167]
"[-0.11044661672776616, 0.05829126993965428, 1.2932812728322656, 0.11122016595484752]",[0.33464082709795373]
"[-0.1043106935762236, 0.05522330836388312, 1.3414211758429397, -0.06442194602468021]",[0.31993348029271607]
"[-0.10124273200045232, 0.05522330836388312, 1.2265350194629168, -0.051537556819738484]",[0.2197365473638609]
"[-0.09817477042468103, 0.05522330836388312, 1.1346260943588975, -0.04123004545579079]",[-0.2704523031119296]
"[-0.09510680884890975, 0.05522330836388312, 1.061098954275682, -0.03298403636460989]",[-0.4536089305758857]
"[-0.09203884727313846, 0.05522330836388312, 1.002277242209109, -0.02638722909171065]",[0.3271017595727099]
"[-0.0859029241215959, 0.052155346788111956, 1.1086179513444163, -0.17450786206191538]",[1.1633187178794937]
"[-0.08283496254582462, 0.052155346788111956, 1.040292439864098, -0.13960628964952093]",[0.8420397539049517]
"[-0.07976700097005335, 0.052155346788111956, 0.9856320306798416, -0.11168503171961675]",[-0.27923717173388884]
"[-0.07669903939428206, 0.052155346788111956, 0.9419037033324376, -0.08934802537569908]",[-0.7991904668228129]
"[-0.07363107781851078, 0.052155346788111956, 0.9069210414545141, -0.07147842030056495]",[0.04084600745325673]
"[-0.07056311624273949, 0.052155346788111956, 0.8789349119521761, -0.057182736240434906]",[1.017836170355707]
"[-0.0674951546669682, 0.052155346788111956, 0.8565460083503051, -0.04574618899238203]",[1.191124143685789]
"[-0.06442719309119693, 0.04908738521234035, 0.8386348854688075, -0.18999502998246953]",[0.9192810168586998]
"[-0.06135923151542565, 0.04908738521234035, 0.8243059871636111, -0.151996023985987]",[0.4025465844526501]
"[-0.05829126993965436, 0.04908738521234035, 0.8128428685194531, -0.12159681918879528]",[-0.1762495523073051]
"[-0.05829126993965436, 0.04601942363656919, 0.6502742948155622, -0.25067553413956034]",[-0.3592116079959833]
"[-0.05522330836388308, 0.04601942363656919, 0.6736175146410135, -0.2005404273116369]",[-0.004292722583967401]
"[-0.0521553467881118, 0.04601942363656919, 0.692292090501375, -0.1604323418493152]",[0.2916949669923372]
"[-0.0521553467881118, 0.04295146206079803, 0.5538336724010997, -0.28174395226798765]",[0.25483474419911334]
"[-0.04908738521234052, 0.04295146206079803, 0.5964650167094439, -0.22539516181441854]",[0.14636035892537813]
"[-0.04601942363656923, 0.04295146206079803, 0.6305700921561193, -0.18031612945154052]",[0.04882144463122662]
"[-0.04601942363656923, 0.04295146206079803, 0.5044560737248953, -0.14425290356120968]",[-0.011519872041869439]
"[-0.04295146206079795, 0.03988350048502687, 0.5569629377684806, -0.26880040163749186]",[0.340993052487651]
"[-0.04295146206079795, 0.03988350048502687, 0.4455703502147843, -0.21504032130999917]",[0.5605090952179046]
"[-0.039883500485026674, 0.03988350048502687, 0.5098543589603914, -0.1720322570480164]",[0.2566436924728791]
"[-0.039883500485026674, 0.03988350048502687, 0.40788348716831324, -0.13762580563840743]",[-0.04870051744257797]
"[-0.03681553890925539, 0.03681553890925526, 0.47970486852321503, -0.2634987232993069]",[0.3858341571940318]
"[-0.0337475773334841, 0.03681553890925526, 0.5371619736071365, -0.21079897863944552]",[0.6302528402994957]
"[-0.0337475773334841, 0.03681553890925526, 0.42972957888570873, -0.1686391829115621]",[0.05606664950038742]
"[-0.0337475773334841, 0.0337475773334841, 0.34378366310856734, -0.2883094251178022]",[-0.5106944972434426]
"[-0.030679615757712823, 0.0337475773334841, 0.4284250092754178, -0.23064754009422472]",[-0.227938445964188]
"[-0.030679615757712823, 0.0337475773334841, 0.34274000742033417, -0.1845180320753741]",[0.1923244241001315]
"[-0.030679615757712823, 0.0337475773334841, 0.27419200593626725, -0.1476144256602936]",[0.13084866172161036]
"[-0.02761165418194154, 0.03067961575771294, 0.3727516835375777, -0.2714896193167817]",[0.3948049973545343]
"[-0.02761165418194154, 0.03067961575771294, 0.29820134683006216, -0.21719169545343675]",[0.596621371861435]
"[-0.02761165418194154, 0.03067961575771294, 0.23856107746404986, -0.17375335636276645]",[0.09199880545501804]
"[-0.02454369260617026, 0.027611654181941336, 0.3442469407598039, -0.29240076387878844]",[-0.31776623215798105]
"[-0.02454369260617026, 0.027611654181941336, 0.27539755260784315, -0.23392061110303075]",[-0.0949812362839173]
"[-0.02454369260617026, 0.027611654181941336, 0.22031804208627448, -0.18713648888243029]",[-0.09895793936992159]
"[-0.021475731030398976, 0.027611654181941336, 0.329652512457584, -0.1497091911059556]",[-0.26650284049852724]
"[-0.021475731030398976, 0.024543692606170175, 0.2637220099660671, -0.27316543167330565]",[0.2207608528646967]
"[-0.021475731030398976, 0.024543692606170175, 0.2109776079728536, -0.21853234533864452]",[0.35867647336345054]
"[-0.021475731030398976, 0.024543692606170175, 0.16878208637828296, -0.17482587627094404]",[-0.17830607502994827]
"[-0.021475731030398976, 0.021475731030399015, 0.13502566910262637, -0.2932587798053419]",[-0.33560867444494213]
"[-0.018407769454627694, 0.021475731030399015, 0.26141861407066513, -0.23460702384426213]",[0.05143800670940857]
"[-0.018407769454627694, 0.021475731030399015, 0.20913489125653206, -0.1876856190754097]",[0.019802170556259102]
"[-0.018407769454627694, 0.021475731030399015, 0.16730791300522574, -0.15014849526033913]",[-0.4371261706203903]
"[-0.018407769454627694, 0.018407769454627854, 0.13384633040418037, -0.27351687499682953]",[-0.2049647932528449]
"[-0.018407769454627694, 0.018407769454627854, 0.1070770643233443, -0.21881349999748068]",[0.2424999940041584]
"[-0.018407769454627694, 0.018407769454627854, 0.08566165145867544, -0.1750507999979618]",[0.0929598938640378]
"[-0.018407769454627694, 0.018407769454627854, 0.06852932116694033, -0.14004063999837513]",[-0.2134489622752851]
"[-0.018407769454627694, 0.015339807878856249, 0.054823456933552284, -0.2654305907873038]",[0.16251970518186953]
"[-0.015339807878856412, 0.015339807878856249, 0.19725684433540602, -0.21234447262983736]",[0.395042680442095]
"[-0.015339807878856412, 0.015339807878856249, 0.1578054754683248, -0.16987557810384146]",[-0.16705966900428426]
"[-0.015339807878856412, 0.015339807878856249, 0.1262443803746598, -0.13590046248307885]",[-0.834996982219431]
"[-0.015339807878856412, 0.012271846303085088, 0.10099550429972792, -0.26211844877499857]",[-0.5095938871538828]
"[-0.015339807878856412, 0.012271846303085088, 0.08079640343978234, -0.2096947590199818]",[0.05083085097425377]
"[-0.015339807878856412, 0.012271846303085088, 0.06463712275182587, -0.1677558072159684]",[-0.08471155876625758]
"[-0.015339807878856412, 0.012271846303085088, 0.05170969820146065, -0.13420464577276903]",[-0.4254361740191368]
"[-0.015339807878856412, 0.009203884727313927, 0.04136775856116859, -0.26076179540677913]",[-0.06882066481564036]
"[-0.015339807878856412, 0.009203884727313927, 0.033094206848934826, -0.20860943632541762]",[0.16779285726444768]
"[-0.015339807878856412, 0.009203884727313927, 0.02647536547914786, -0.16688754906036252]",[-0.2630716103206648]
"[-0.015339807878856412, 0.009203884727313927, 0.02118029238331831, -0.13351003924827864]",[-0.6359315354209492]
"[-0.01227184630308513, 0.006135923151542766, 0.1703423126952187, -0.26020611018716977]",[-0.19153248675594786]
"[-0.01227184630308513, 0.006135923151542766, 0.136273850156175, -0.20816488814975287]",[-0.029963929891966862]
"[-0.01227184630308513, 0.006135923151542766, 0.1090190801249401, -0.16653191051977956]",[-0.7651189150662427]
"[-0.01227184630308513, 0.006135923151542766, 0.08721526409995217, -0.13322552841583502]",[-1.280822172765068]
"[-0.01227184630308513, 0.006135923151542766, 0.06977221127996158, -0.10658042273266233]",[-0.5669287551686808]
"[-0.01227184630308513, 0.006135923151542766, 0.0558177690239694, -0.08526433818613555]",[0.36427341310425276]
"[-0.009203884727313847, 0.006135923151542766, 0.1980522940077396, -0.06821147054890275]",[0.5716573754737185]
"[-0.009203884727313847, 0.006135923151542766, 0.1584418352061917, -0.05456917643911652]",[0.21614339164776442]
"[-0.009203884727313847, 0.006135923151542766, 0.12675346816495336, -0.04365534115126479]",[-0.24625788100883214]
"[-0.009203884727313847, 0.003067961575771161, 0.10140277453196267, -0.18832235170961553]",[-0.3553377759387397]
"[-0.009203884727313847, 0.003067961575771161, 0.0811222196255702, -0.15065788136769243]",[-0.3500992289303164]
"[-0.009203884727313847, 0.003067961575771161, 0.06489777570045618, -0.1205263050941312]",[-0.6112871978591194]
"[-0.009203884727313847, 0.003067961575771161, 0.05191822056036488, -0.0964210440753277]",[-0.8148293682513105]
"[-0.006135923151542565, 0.003067961575771161, 0.19493265523685605, -0.07713683526026216]",[-0.357286371289644]
"[-0.006135923151542565, 0.003067961575771161, 0.15594612418948484, -0.0617094682082211]",[0.08465057158873435]
"[-0.006135923151542565, 0.003067961575771161, 0.12475689935158779, -0.049367574566559824]",[-0.08682652092506521]
"[-0.006135923151542565, 0.003067961575771161, 0.09980551948127026, -0.03949405965326491]",[-0.3502443999488697]
"[-0.006135923151542565, 0.003067961575771161, 0.0798444155850162, -0.03159524772263467]",[-0.17726487532117535]
"[-0.006135923151542565, 0.003067961575771161, 0.06387553246801297, -0.025276198178119103]",[0.13769975974444398]
"[-0.006135923151542565, 0.0, 0.051100425974410335, -0.17361903733103645]",[0.23171988917712646]
"[-0.0030679615757712823, 0.0, 0.19427841956809241, -0.13889522986482916]",[-0.17176250110517405]
"[-0.0030679615757712823, 0.0, 0.15542273565447393, -0.11111618389185196]",[-0.9470890694170826]
"[-0.0030679615757712823, 0.0, 0.12433818852357911, -0.08889294711346452]",[-1.4857221400723601]
"[-0.0030679615757712823, 0.0, 0.09947055081886327, -0.07111435769078867]",[-1.0315495266615384]
"[-0.0030679615757712823, 0.0, 0.07957644065509065, -0.05689148615263662]",[-0.12869170883370407]
"[-0.0, 0.0, 0.21705923131263663, -0.04551318892211498]",[0.28424801234097785]
"[-0.0, 0.0, 0.1736473850501093, -0.03641055113766356]",[0.04472285899087916]
"[-0.0, 0.0, 0.13891790804008744, -0.029128440910142217]",[-0.4390214257379763]
"[0.0030679615757712823, 0.0, 0.2645324052206341, -0.023302752728113774]",[-0.5977717374790694]
"[0.0030679615757712823, 0.0, 0.21162592417650727, -0.01864220218249102]",[-0.3936736501392881]
"[0.0030679615757712823, 0.0, 0.16930073934120582, -0.01491376174598713]",[-0.3446097571815288]
"[0.0030679615757712823, 0.0, 0.13544059147296467, -0.011931009396761283]",[-0.4151007032174829]
"[0.006135923151542565, 0.0, 0.26175055196693586, -0.00954480751741471]",[-0.23716693621695348]
"[0.006135923151542565, 0.0, 0.20940044157354867, -0.007635846013926084]",[-0.11094636871820647]
"[0.006135923151542565, 0.0, 0.16752035325883893, -0.006108676811123814]",[-0.33924177931130695]
"[0.009203884727313847, 0.0, 0.28741436139563525, -0.0048869414489161045]",[-0.518033642831902]
"[0.009203884727313847, 0.0, 0.22993148911650818, -0.003909553159132884]",[-0.41265890472953765]
"[0.009203884727313847, 0.0, 0.18394519129320658, -0.003127642527289254]",[-0.39774779704118995]
"[0.01227184630308513, 0.0, 0.3005542318231294, -0.0025021140218370874]",[-0.4474411686382514]
"[0.01227184630308513, 0.0, 0.24044338545850358, -0.002001691217486723]",[-0.371300471461637]
"[0.01227184630308513, 0.0, 0.19235470836680285, -0.0016013529739780097]",[-0.41402465392213034]
"[0.015339807878856412, 0.0, 0.3072818454820063, -0.0012810823791653547]",[-0.477389022478171]
"[0.015339807878856412, 0.0, 0.24582547638560504, -0.0010248659033322838]",[-0.386475755544146]
"[0.015339807878856412, 0.0, 0.19666038110848405, -0.000819892722631721]",[-0.4181510701849474]
"[0.018407769454627694, 0.0, 0.3107263836753513, -0.0006559141781110611]",[-0.4821381024306513]
"[0.018407769454627694, 0.003067961575771161, 0.24858110694028113, 0.15287334744604664]",[-0.3954128767074292]
"[0.018407769454627694, 0.003067961575771161, 0.19886488555222492, 0.12229867795684868]",[-0.09397616177138526]
"[0.021475731030398976, 0.003067961575771161, 0.31248998723034394, 0.09783894236548463]",[0.4339036999117833]
"[0.021475731030398976, 0.003067961575771161, 0.24999198978427506, 0.0782711538923877]",[0.7659638093284458]
"[0.021475731030398976, 0.003067961575771161, 0.19999359182742005, 0.06261692311389311]",[0.17890920517086079]
"[0.02454369260617026, 0.003067961575771161, 0.31339295225050023, 0.050093538491097434]",[-0.5034153744439173]
"[0.02454369260617026, 0.003067961575771161, 0.2507143618004003, 0.040074830792889315]",[-0.5257919468223656]
"[0.02454369260617026, 0.003067961575771161, 0.20057148944032033, 0.03205986463430577]",[-0.3924376455643733]
"[0.02454369260617026, 0.0, 0.16045719155225635, -0.12775018708109087]",[-0.3482244581309668]
"[0.02454369260617026, 0.0, 0.128365753241805, -0.10220014966486701]",[-0.4870262014351696]
"[0.02761165418194154, 0.0, 0.2560906813820081, -0.08176011973188224]",[-0.8624777074957727]
"[0.02761165418194154, 0.0, 0.20487254510560637, -0.06540809578550011]",[-1.185238739546168]
"[0.02761165418194154, 0.0, 0.16389803608448528, -0.052326476628422824]",[-0.9785643243559298]
"[0.030679615757712823, 0.0, 0.2845165076561522, -0.041861181302721207]",[-0.5187304990808078]
"[0.030679615757712823, 0.003067961575771161, 0.22761320612492164, 0.11990913374634715]",[-0.2534561955996884]
"[0.0337475773334841, 0.003067961575771161, 0.3354886436885014, 0.0959273069970834]",[-0.056476139742674236]
"[0.0337475773334841, 0.003067961575771161, 0.26839091495080103, 0.07674184559766672]",[0.24264146000391817]
"[0.03681553890925539, 0.003067961575771161, 0.36811081074920504, 0.06139347647811633]",[0.3972701969484973]
"[0.03681553890925539, 0.003067961575771161, 0.29448864859936386, 0.04911478118248169]",[-0.10589531736718738]
"[0.03681553890925539, 0.003067961575771161, 0.23559091887949113, 0.03929182494599104]",[-0.6683547426571073]
"[0.039883500485026674, 0.006135923151542766, 0.3418708138921571, 0.18483153874541358]",[-0.662223448092936]
"[0.039883500485026674, 0.006135923151542766, 0.2734966511137258, 0.14786523099630244]",[-0.009945328245510143]
"[0.04295146206079795, 0.006135923151542766, 0.3721953996795444, 0.11829218479707038]",[0.6216995947539175]
"[0.04295146206079795, 0.006135923151542766, 0.2977563197436355, 0.09463374783766199]",[0.6295216926711539]
"[0.04295146206079795, 0.006135923151542766, 0.23820505579490847, 0.07570699827013527]",[-0.0545445149844912]
"[0.04295146206079795, 0.006135923151542766, 0.1905640446359269, 0.06056559861610822]",[-0.5366057632215439]
"[0.04601942363656923, 0.006135923151542766, 0.3058493144973058, 0.04845247889286952]",[-0.2980720678092474]
"[0.04601942363656923, 0.006135923151542766, 0.24467945159784454, 0.03876198311431267]",[-0.004548941390716522]
"[0.04601942363656923, 0.006135923151542766, 0.19574356127827564, 0.031009586491450136]",[-0.1850010706631556]
"[0.04601942363656923, 0.006135923151542766, 0.15659484902262077, 0.02480766919313737]",[-0.4033302974295576]
"[0.04908738521234052, 0.006135923151542766, 0.2786739580066606, 0.01984613535449853]",[-0.20889350896758188]
"[0.04908738521234052, 0.003067961575771161, 0.2229391664053284, -0.13752117050501056]",[-0.023711574369066176]
"[0.04908738521234052, 0.003067961575771161, 0.178351333124263, -0.11001693640398003]",[-0.5679006263224392]
"[0.04908738521234052, 0.003067961575771161, 0.14268106649941004, -0.0880135491231897]",[-1.3508288915380766]
"[0.04908738521234052, 0.003067961575771161, 0.11414485319952838, -0.07041083929854608]",[-1.3794047771275137]
"[0.0521553467881118, 0.003067961575771161, 0.2447139613481868, -0.05632867143881981]",[-0.5180708256700997]
"[0.0521553467881118, 0.003067961575771161, 0.19577116907854952, -0.0450629371510729]",[0.05377956995892688]
"[0.05522330836388308, 0.006135923151542766, 0.3100150140514031, 0.11734772906774538]",[-0.20316988958035276]
"[0.05522330836388308, 0.006135923151542766, 0.24801201124112282, 0.09387818325419062]",[-0.33599011845765586]
"[0.05522330836388308, 0.006135923151542766, 0.19840960899289817, 0.07510254660334681]",[0.13145385863129777]
"[0.05829126993965436, 0.006135923151542766, 0.31212576598288244, 0.06008203728268313]",[0.5971330158921184]
"[0.05829126993965436, 0.006135923151542766, 0.2497006127863055, 0.04806562982614082]",[0.30191023235912573]
"[0.06135923151542565, 0.006135923151542766, 0.35315856901760867, 0.038452503860924026]",[-0.37640402463828415]
"[0.06135923151542565, 0.006135923151542766, 0.28252685521408694, 0.03076200308873922]",[-0.7436520090953397]
"[0.06135923151542565, 0.006135923151542766, 0.22602148417126955, 0.024609602470974323]",[-0.6804665660074818]
"[0.06442719309119693, 0.009203884727313927, 0.3342152661255806, 0.173085760765332]",[-0.41740834177697417]
"[0.06442719309119693, 0.009203884727313927, 0.26737221290046476, 0.13846860861227128]",[0.1269412925488776]
"[0.06442719309119693, 0.009203884727313927, 0.21389777032037172, 0.1107748868898284]",[0.6231391456463615]
"[0.0674951546669682, 0.009203884727313927, 0.32451629504486057, 0.08861990951186272]",[0.7354084427198924]
"[0.0674951546669682, 0.009203884727313927, 0.2596130360358888, 0.07089592760948449]",[0.2621779454546076]
"[0.0674951546669682, 0.009203884727313927, 0.20769042882871114, 0.05671674208758759]",[-0.36820711197326983]
"[0.0674951546669682, 0.009203884727313927, 0.16615234306296855, 0.04537339367007576]",[-0.5299574470039077]
"[0.0674951546669682, 0.009203884727313927, 0.13292187445037484, 0.03629871493606629]",[-0.1562512575919913]
"[0.0674951546669682, 0.009203884727313927, 0.10633749956030014, 0.0290389719488644]",[0.205863639239139]
"[0.0674951546669682, 0.009203884727313927, 0.08506999964824002, 0.023231177559068783]",[0.24816050475319162]
"[0.0674951546669682, 0.006135923151542766, 0.06805599971859211, -0.13481313674128614]",[0.14087922170304537]
"[0.0674951546669682, 0.006135923151542766, 0.0544447997748736, -0.10785050939301755]",[-0.2531469689952628]
"[0.0674951546669682, 0.006135923151542766, 0.04355583981989897, -0.08628040751440835]",[-0.8308135255628623]
"[0.07056311624273949, 0.006135923151542766, 0.1882427506444837, -0.06902432601154374]",[-1.048534009732137]
"[0.07056311624273949, 0.006135923151542766, 0.15059420051558714, -0.05521946080921225]",[-0.6108118653357582]
"[0.07056311624273949, 0.006135923151542766, 0.12047536041246953, -0.04417556864734706]",[-0.2916437725045732]
"[0.07056311624273949, 0.006135923151542766, 0.09638028832997536, -0.035340454917871966]",[-0.3080790877251426]
"[0.07056311624273949, 0.006135923151542766, 0.0771042306639802, -0.02827236393432031]",[-0.1997162845369733]
"[0.07363107781851078, 0.006135923151542766, 0.21508146331974887, -0.02261789114743351]",[0.00139688170223487]
"[0.07363107781851078, 0.006135923151542766, 0.17206517065579918, -0.01809431291792407]",[-0.05178936181639121]
"[0.07363107781851078, 0.006135923151542766, 0.1376521365246388, -0.014475450334344941]",[-0.38335345273274163]
"[0.07363107781851078, 0.006135923151542766, 0.11012170921971132, -0.0115803602674589]",[-0.5447797780246815]
"[0.07363107781851078, 0.006135923151542766, 0.08809736737576879, -0.009264288213984173]",[-0.27327803992239946]
"[0.07363107781851078, 0.006135923151542766, 0.07047789390061476, -0.007411430571181654]",[0.04652643730620587]
"[0.07669903939428206, 0.006135923151542766, 0.2097803939090559, -0.005929144456956692]",[0.10752676873783401]
"[0.07669903939428206, 0.006135923151542766, 0.16782431512724472, -0.004743315565548301]",[-0.09951158035503323]
"[0.07669903939428206, 0.006135923151542766, 0.13425945210179568, -0.0037946524524556935]",[-0.4488839804309106]
"[0.07669903939428206, 0.006135923151542766, 0.10740756168143628, -0.003035721961936133]",[-0.5635851232998793]
"[0.07669903939428206, 0.006135923151542766, 0.08592604934514902, -0.0024285775695318534]",[-0.2662618505838242]
"[0.07669903939428206, 0.006135923151542766, 0.06874083947611931, -0.001942862055614114]",[0.047737227450599676]
"[0.07669903939428206, 0.006135923151542766, 0.05499267158089571, -0.00155428964450266]",[0.09712575697228011]
"[0.07669903939428206, 0.006135923151542766, 0.04399413726471657, -0.0012434317155793906]",[0.009932551856027884]
"[0.07976700097005335, 0.003067961575771161, 0.1885933886003377, -0.15439282416107858]",[-0.04355306137656353]
"[0.07976700097005335, 0.003067961575771161, 0.1508747108802697, -0.1235142593288856]",[-0.4921602303007716]
"[0.07976700097005335, 0.003067961575771161, 0.12069976870421595, -0.0988114074631028]",[-1.35344982263077]
"[0.07976700097005335, 0.003067961575771161, 0.09655981496337285, -0.07904912597049929]",[-1.7126283991547067]
"[0.07976700097005335, 0.003067961575771161, 0.07724785197069828, -0.06323930077638806]",[-0.8895318558981694]
"[0.07976700097005335, 0.003067961575771161, 0.06179828157655809, -0.050591440621104766]",[0.031585668812668596]
"[0.08283496254582462, 0.006135923151542766, 0.20283670404981002, 0.11292492629172557]",[0.19589980915290878]
"[0.08283496254582462, 0.006135923151542766, 0.1622693632398482, 0.09033994103339182]",[0.16057046937029765]
"[0.08283496254582462, 0.006135923151542766, 0.1298154905918789, 0.07227195282672483]",[0.29844102809353734]
"[0.0859029241215959, 0.006135923151542766, 0.2572504712620667, 0.05781756226139123]",[0.4428113543437241]
"[0.0859029241215959, 0.009203884727313927, 0.2058003770096528, 0.19965212859764847]",[0.10661435967142086]
"[0.0859029241215959, 0.009203884727313927, 0.16464030160772225, 0.15972170287810172]",[-0.14373715711418242]
"[0.0859029241215959, 0.009203884727313927, 0.13171224128617798, 0.12777736230248138]",[0.2557412347599644]
"[0.08897088569736719, 0.009203884727313927, 0.2587678718175068, 0.1022218898419851]",[0.8452562132301575]
"[0.08897088569736719, 0.009203884727313927, 0.20701429745400546, 0.08177751187361082]",[0.5293997271632604]
"[0.08897088569736719, 0.009203884727313927, 0.16561143796320366, 0.06542200949886023]",[-0.33054503944103125]
"[0.08897088569736719, 0.006135923151542766, 0.13248915037056275, -0.10106047118944161]",[-0.6643172482045525]
"[0.08897088569736719, 0.006135923151542766, 0.1059913202964502, -0.08084837695156466]",[-0.6188689057853867]
"[0.0859029241215959, 0.006135923151542766, -0.0686050225514041, -0.0646787015612631]",[-0.7844544434883389]
"[0.0859029241215959, 0.006135923151542766, -0.05488401804112364, -0.05174296124900479]",[-0.8397749201997058]
